date,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
2021-08-05,8.5,8.55,8.35,8.4,43900
2021-08-06,8.45,8.5,8.45,8.5,2100
2021-08-09,8.4,8.5,8.4,8.5,600
2021-08-10,8.5,8.5,8.35,8.45,8600
2021-08-11,8.45,8.45,8.35,8.45,6400
2021-08-12,8.4,8.45,8.35,8.45,4700
2021-08-13,8.35,8.4,8.35,8.4,7100
2021-08-16,8.4,8.4,8.35,8.4,28600
2021-08-17,8.45,9.25,8.4,8.6,211300
2021-08-18,8.45,8.55,8.4,8.5,13100
2021-08-19,8.5,8.5,8.4,8.5,1000
2021-08-20,8.5,8.55,8.5,8.5,3300
2021-08-23,8.45,8.55,8.45,8.45,2400
2021-08-24,8.5,8.85,8.5,8.75,36300
2021-08-25,8.8,8.8,8.55,8.7,5100
2021-08-26,8.65,8.8,8.55,8.55,7100
2021-08-27,8.75,8.75,8.45,8.6,9200
2021-08-30,8.5,8.65,8.4,8.5,30300
2021-08-31,8.55,8.6,8.55,8.6,1300
2021-09-01,8.6,8.6,8.45,8.55,5600
2021-09-02,8.55,8.6,8.45,8.55,16800
2021-09-03,8.5,8.55,8.5,8.55,2300
2021-09-06,8.55,8.6,8.55,8.55,15500
2021-09-07,8.55,8.65,8.45,8.5,27400
2021-09-08,8.5,9.3,8.45,8.6,120000
2021-09-09,8.55,8.6,8.45,8.6,13700
2021-09-10,8.6,8.6,8.5,8.55,1000
2021-09-13,8.6,8.6,8.5,8.6,17300
2021-09-14,8.6,8.6,8.5,8.5,5000
2021-09-15,8.5,8.65,8.45,8.5,10500
2021-09-16,8.45,8.6,8.45,8.6,1000
2021-09-17,8.55,8.55,8.5,8.55,4500
2021-09-20,8.5,8.65,8.3,8.4,98100
2021-09-21,8.45,8.6,8.45,8.55,14200
2021-09-22,8.6,8.65,8.55,8.65,15400
2021-09-23,8.6,8.65,8.6,8.65,1000
2021-09-24,8.5,8.6,8.5,8.55,1800
2021-09-27,8.6,8.7,8.55,8.65,4300
2021-09-28,8.55,8.65,8.55,8.55,2300
2021-09-29,8.55,8.6,8.5,8.5,10400
2021-09-30,8.5,8.55,8.45,8.45,27700
2021-10-01,8.55,8.75,8.5,8.5,17900
2021-10-04,8.6,8.6,8.5,8.6,14400
2021-10-05,8.6,8.6,8.5,8.5,21700
2021-10-06,8.5,8.5,8.3,8.45,93000
2021-10-07,8.45,8.55,8.4,8.5,31000
2021-10-08,8.55,9.0,8.55,8.75,131300
2021-10-11,8.7,8.8,8.45,8.65,96600
2021-10-12,8.65,12.1,8.65,12.1,4100700
2021-10-13,12.8,16.9,12.25,15.9,5501400
2021-10-14,16.9,17.35,12.6,13.05,2024000
2021-10-15,12.75,12.95,11.1,11.65,1142800
2021-10-18,11.75,12.4,11.0,11.55,508100
2021-10-19,11.65,12.45,11.15,11.9,544800
2021-10-20,12.05,12.2,11.45,11.8,202200
2021-10-21,11.7,12.95,11.7,12.5,1272800
2021-10-22,12.7,12.85,10.5,11.25,464200
2021-10-25,11.15,12.2,10.6,12.15,425800
2021-10-26,12.4,12.65,11.3,12.15,214900
2021-10-27,12.4,13.35,12.05,13.35,1109400
2021-10-28,14.1,14.3,11.0,11.75,743100
2021-10-29,12.55,14.5,12.45,12.8,1964500
2021-11-01,13.25,13.25,11.9,12.5,520000
2021-11-02,12.8,12.8,12.1,12.7,147900
2021-11-03,12.4,12.6,11.75,12.2,184100
2021-11-05,12.2,12.2,11.45,11.95,151200
2021-11-08,12.15,12.15,11.05,11.45,328700
2021-11-09,11.45,12.4,11.05,11.4,658500
2021-11-10,11.5,11.6,11.0,11.2,241500
2021-11-11,11.0,11.05,10.55,10.8,152000
2021-11-12,10.85,11.0,10.4,10.8,46800
2021-11-15,10.85,10.9,10.55,10.85,44900
2021-11-16,10.7,10.75,10.55,10.55,42100
2021-11-17,10.75,10.75,10.0,10.25,109400
2021-11-18,10.25,10.25,9.85,10.0,170700
2021-11-19,10.25,11.5,9.85,10.4,439000
2021-11-22,10.4,10.5,9.95,10.1,71700
2021-11-23,10.0,11.1,9.8,10.45,158400
2021-11-24,10.3,10.8,10.15,10.35,48600
2021-11-25,10.3,11.9,10.0,10.35,701700
2021-11-26,10.3,10.35,10.05,10.2,29700
2021-11-29,10.05,10.4,9.95,10.15,76200
2021-11-30,10.05,10.05,9.7,9.95,47700
