date,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
2022-06-17,193.68,193.68,191.0,191.94,3856100
2022-06-20,191.88,192.24,190.44,191.8,4618900
2022-06-21,191.7,192.18,188.2,188.2,5333700
2022-06-22,188.04,189.4,186.0,189.4,5870000
2022-06-23,188.86,192.3,186.52,191.0,6965300
2022-06-24,190.9,191.98,187.4,189.34,3824300
2022-06-27,188.64,188.86,184.5,185.86,7532500
2022-06-28,185.86,185.88,181.12,182.52,7377600
2022-06-29,182.14,182.5,175.6,176.52,13000000
2022-06-30,177.02,179.44,170.14,174.0,13929000
2022-07-01,174.42,177.42,170.0,171.0,9148700
2022-07-04,170.5,173.5,168.4,170.24,6656800
2022-07-05,172.06,178.22,158.26,167.0,26780900
2022-07-06,166.0,169.8,162.82,164.52,8967400
2022-07-07,164.6,166.96,163.2,165.5,5198900
2022-07-08,166.24,168.0,165.16,167.2,3818600
2022-07-11,166.9,168.98,161.12,162.7,5241200
2022-07-12,162.02,162.54,159.0,159.22,5395500
2022-07-13,159.5,160.2,150.6,152.0,12641400
2022-07-14,152.88,154.8,150.0,153.02,11073200
2022-07-15,153.88,156.26,151.6,156.0,7591900
2022-07-18,157.46,158.64,151.02,152.82,7932400
2022-07-19,152.5,153.0,148.0,149.14,7807200
2022-07-20,149.4,150.5,148.54,150.5,5001100
2022-07-21,150.12,150.84,146.26,148.0,7178900
2022-07-22,148.2,149.8,146.0,147.3,8664300
2022-07-25,148.5,148.5,146.8,147.94,9016800
2022-07-26,148.5,158.76,148.38,158.5,17346500
2022-07-27,158.58,162.7,153.68,156.4,20534700
2022-07-28,157.32,158.66,153.16,155.0,11843300
2022-07-29,154.0,162.3,153.26,161.5,13818500
2022-08-01,162.0,163.88,155.74,155.9,12291800
2022-08-02,155.9,156.46,151.16,151.4,12006800
2022-08-03,151.48,154.34,147.52,147.54,14558800
2022-08-04,147.44,148.68,146.06,147.1,9984100
2022-08-05,147.28,148.2,143.0,143.94,10919600
2022-08-08,147.9,147.9,144.5,144.58,6316400
2022-08-09,144.98,151.74,143.72,151.5,9521400
2022-08-10,151.48,153.38,148.22,149.7,11964800
2022-08-11,150.32,151.6,148.36,149.08,6030300
2022-08-12,149.06,149.6,147.2,148.26,4200600
2022-08-15,148.2,151.42,147.02,151.42,7064000
2022-08-16,151.44,154.9,151.02,154.44,7519600
2022-08-17,154.9,155.98,151.62,153.7,6150600
2022-08-18,153.58,153.88,150.6,151.6,5383300
2022-08-19,151.6,153.56,149.8,153.3,4960800
2022-08-22,152.96,155.42,152.68,154.3,7223400
2022-08-23,154.28,157.88,153.28,155.92,9266200
2022-08-24,156.14,156.66,153.8,154.58,4863000
2022-08-25,154.58,155.98,153.02,153.84,5739600
2022-08-26,154.32,154.36,152.02,153.92,4075200
2022-08-29,153.92,156.04,153.4,155.94,4112700
2022-08-30,155.94,157.66,154.2,156.5,7937700
2022-08-31,157.5,161.4,157.04,161.4,11376300
2022-09-01,161.54,166.7,159.1,166.0,11081400
2022-09-02,165.5,169.78,165.32,167.46,10579600
2022-09-05,167.72,170.0,164.32,170.0,6880700
2022-09-06,170.04,172.24,164.5,166.04,12709100
2022-09-07,166.12,167.48,162.22,162.22,6992200
2022-09-08,162.32,163.98,160.8,162.44,6126100
2022-09-09,162.58,167.42,162.46,167.4,6404900
2022-09-12,167.42,169.6,165.68,167.56,6166000
2022-09-13,167.9,168.1,164.0,164.32,5247200
